gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,CLV,AvgMonthlyCharges,ServiceCount,TenureGroup,ChargeGroup,Churn
0,0,0,0,26,1,0,1,0,0,0,0,2,2,0,1,0,88.8,2274.35,2308.7999999999997,84.23518518518519,6,2,2,1
1,1,0,0,25,1,2,1,0,2,0,0,2,0,0,1,2,88.95,2291.2,2223.75,88.12307692307692,8,2,2,1
0,0,0,0,29,1,0,2,1,1,1,1,1,1,1,0,3,20.35,617.35,590.1500000000001,20.578333333333333,9,2,0,0
1,0,1,0,9,1,2,1,2,0,0,0,0,2,0,1,2,88.05,801.3,792.4499999999999,80.13,8,0,2,0
1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,44.7,93.7,89.4,31.233333333333334,1,0,1,1
1,0,1,0,45,1,2,1,0,2,0,0,0,0,0,0,0,81.4,3775.85,3663.0000000000005,82.08369565217392,6,2,2,0
1,0,0,0,37,1,0,0,2,2,2,2,0,0,2,0,0,65.6,2313.8,2427.2,60.88947368421053,9,2,2,0
0,0,1,0,58,1,2,0,2,0,0,2,0,2,1,1,2,68.4,3972.25,3967.2000000000003,67.32627118644068,9,3,2,0
0,0,0,0,25,0,1,0,2,2,2,0,2,2,1,0,2,61.05,1540.2,1526.25,59.23846153846154,11,2,1,0
1,0,1,1,56,0,1,0,2,2,0,2,2,0,1,1,3,52.0,2884.9,2912.0,50.612280701754386,9,3,1,0
0,0,1,1,59,1,2,2,1,1,1,1,1,1,2,0,3,25.45,1534.05,1501.55,25.5675,11,3,0,0
1,0,1,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.3,208.85,210.89999999999998,52.2125,2,0,2,1
1,0,1,1,72,0,1,0,2,0,2,2,2,2,2,0,0,60.95,4549.05,4388.400000000001,62.31575342465754,11,3,1,0
1,0,0,0,31,1,0,1,0,0,2,2,2,2,2,0,0,99.45,3109.9,3082.9500000000003,97.184375,10,2,3,0
0,1,1,0,12,1,0,0,2,0,2,2,2,2,1,1,2,79.2,943.85,950.4000000000001,72.60384615384615,11,0,2,0
0,0,1,1,49,1,2,2,1,1,1,1,1,1,2,0,3,25.25,1211.65,1237.25,24.233,11,3,0,0
1,0,0,0,9,1,2,1,0,0,0,0,2,2,0,1,2,95.5,829.1,859.5,82.91,8,0,3,1
0,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,1,20.25,1566.9,1458.0,21.464383561643835,9,3,0,0
1,1,0,0,4,0,1,0,0,2,0,0,2,2,0,1,1,50.95,207.35,203.8,41.47,7,0,1,0
0,0,1,0,53,1,2,1,0,2,2,2,2,2,1,1,0,108.95,5718.2,5774.35,105.89259259259259,14,3,3,0
1,1,1,0,65,1,2,1,2,2,0,0,2,0,2,1,1,92.7,5968.4,6025.5,90.43030303030302,10,3,2,0
1,0,1,1,61,1,0,0,2,2,2,2,2,2,1,0,0,84.9,5264.5,5178.900000000001,84.91129032258064,13,3,2,0
1,0,0,0,46,1,2,1,0,2,2,0,2,0,1,1,1,94.9,4422.95,4365.400000000001,94.10531914893616,10,2,2,0
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.4,74.4,74.4,37.2,4,0,2,1
0,0,1,1,72,1,2,1,2,2,0,0,2,0,2,1,2,95.1,6843.15,6847.2,93.7417808219178,10,3,3,0
1,0,0,0,54,1,2,0,2,0,2,2,2,2,2,0,0,87.1,4735.2,4703.4,86.09454545454545,13,3,2,0
0,0,1,1,55,1,0,2,1,1,1,1,1,1,0,0,1,20.0,1087.25,1100.0,19.415178571428573,9,3,0,0
1,0,0,0,11,1,0,0,0,2,2,2,0,0,0,1,2,60.9,688.5,669.9,57.375,7,0,1,0
1,1,0,0,16,0,1,0,0,2,0,0,2,0,0,1,3,39.0,679.85,624.0,39.991176470588236,5,1,1,1
0,1,0,0,49,1,2,1,0,0,2,0,0,2,0,1,1,90.85,4515.85,4451.65,90.31700000000001,8,3,2,1
0,0,0,0,65,1,0,0,2,2,2,2,2,2,2,1,0,84.85,5459.2,5515.25,82.71515151515152,13,3,2,0
1,1,1,0,7,1,0,1,0,0,0,0,0,0,0,1,3,70.1,467.55,490.69999999999993,58.44375,2,0,2,1
1,0,0,0,54,0,1,0,2,2,0,0,0,2,2,0,0,46.2,2431.95,2494.8,44.21727272727272,7,3,1,0
0,0,1,0,18,1,2,1,0,0,0,2,2,0,0,1,2,88.85,1594.75,1599.3,83.9342105263158,8,1,2,0
1,0,0,0,14,1,2,1,0,2,0,0,2,2,0,1,2,100.55,1415.55,1407.7,94.36999999999999,10,1,3,1
1,1,1,0,58,0,1,0,0,2,2,0,0,2,0,1,2,45.3,2651.2,2627.3999999999996,44.93559322033898,7,3,1,1
0,1,0,0,35,0,1,0,0,0,2,0,2,0,0,1,2,39.85,1434.6,1394.75,39.849999999999994,5,2,1,0
0,0,1,1,14,1,2,1,0,2,0,0,0,2,0,1,0,90.9,1259.0,1272.6000000000001,83.93333333333334,8,1,2,1
1,0,0,0,8,1,0,0,2,0,2,0,0,2,0,1,2,66.7,579.0,533.6,64.33333333333333,7,0,2,0
0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,0,69.85,515.45,488.94999999999993,64.43125,2,0,2,0
0,0,0,0,35,1,0,0,0,0,2,0,0,2,0,1,2,62.1,2096.1,2173.5,58.224999999999994,5,2,1,0
1,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,3,55.05,55.05,55.05,27.525,5,0,1,0
0,0,0,0,9,1,0,0,0,0,0,2,2,0,0,1,0,59.5,530.05,535.5,53.004999999999995,5,0,1,0
0,0,1,1,5,1,0,1,0,2,0,2,2,2,0,1,3,99.15,465.05,495.75,77.50833333333334,10,0,3,1
1,1,0,0,8,1,0,1,0,2,0,0,0,0,0,1,2,74.5,606.55,596.0,67.39444444444445,4,0,2,1
0,0,1,1,71,1,0,0,2,0,2,0,2,2,2,0,1,77.55,5574.35,5506.05,77.42152777777778,9,3,2,0
0,0,1,1,56,1,2,0,2,0,0,0,2,0,1,0,0,65.2,3512.15,3651.2000000000003,61.61666666666667,7,3,2,0
1,0,1,0,70,1,2,1,2,2,2,2,2,2,2,0,1,114.3,8244.3,8001.0,116.11690140845069,16,3,3,0
1,0,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,78.5,242.05,235.5,60.5125,4,0,2,1
1,0,1,0,52,1,0,1,2,0,0,0,2,0,0,0,2,84.1,4348.65,4373.2,82.05,6,3,2,1
0,0,1,1,3,1,0,2,1,1,1,1,1,1,2,0,3,19.1,52.0,57.300000000000004,13.0,9,0,0,0
0,1,1,1,47,1,0,1,0,0,0,0,0,0,0,0,0,70.55,3309.25,3315.85,68.94270833333333,2,2,2,1
1,0,0,0,57,1,0,0,0,2,0,2,0,0,1,1,3,54.65,3134.7,3115.0499999999997,54.04655172413793,5,3,1,0
0,1,1,0,25,1,0,1,0,2,2,0,2,2,0,1,2,98.5,2514.5,2462.5,96.71153846153847,10,2,3,1
1,0,1,0,60,1,2,1,0,2,2,0,2,0,0,1,2,95.75,5742.9,5745.0,94.14590163934426,10,3,3,1
0,0,0,0,56,1,2,1,2,2,0,0,2,2,0,1,1,106.6,5893.95,5969.599999999999,103.40263157894736,12,3,3,0
0,1,0,0,71,1,2,0,2,2,2,2,2,2,2,0,3,89.85,6293.45,6379.349999999999,87.40902777777778,15,3,2,0
1,0,1,0,71,1,0,1,0,2,2,2,2,2,2,1,2,105.25,7291.75,7472.75,101.27430555555556,12,3,3,0
0,0,0,0,8,1,0,0,2,2,0,2,0,0,1,0,0,58.2,469.25,465.6,52.138888888888886,7,0,1,0
1,0,1,1,15,1,2,1,0,0,0,0,0,0,0,1,0,74.9,1107.25,1123.5,69.203125,4,1,2,1
0,0,0,1,44,1,2,0,0,2,0,0,2,2,1,1,3,77.55,3471.1,3412.2,77.13555555555556,9,2,2,0
1,1,1,0,24,0,1,0,0,0,2,2,0,0,0,0,3,34.25,828.2,822.0,33.128,5,1,0,0
1,0,1,0,21,1,2,1,0,0,2,2,2,2,0,1,2,106.1,2249.95,2228.1,102.27045454545454,12,1,3,1
0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,113.65,8182.75,8182.8,112.09246575342466,16,3,3,0
0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.2,4784.45,4694.400000000001,65.5404109589041,13,3,2,0
0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,34.7,34.7,34.7,17.35,3,0,0,1
0,0,1,1,72,0,1,0,0,2,0,2,2,2,2,0,1,53.65,3784.0,3862.7999999999997,51.83561643835616,9,3,1,0
1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,24.3,100.2,121.5,16.7,1,0,0,0
0,0,0,0,72,1,0,1,2,2,2,2,2,2,2,1,2,109.9,7624.2,7912.8,104.44109589041096,14,3,3,0
0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,2,79.7,586.05,557.9,73.25625,4,0,2,1
0,0,1,1,51,1,0,1,2,2,0,0,0,0,0,1,0,79.15,4018.55,4036.65,77.2798076923077,6,3,2,0
1,1,0,0,2,1,0,2,1,1,1,1,1,1,0,0,2,19.2,37.2,38.4,12.4,9,0,0,0
1,0,1,0,17,1,2,1,2,2,2,0,0,0,0,0,1,90.2,1454.15,1533.4,80.78611111111111,10,1,2,1
1,0,0,0,5,1,2,1,0,2,2,0,2,2,0,0,3,104.1,541.9,520.5,90.31666666666666,12,0,3,1
0,0,0,0,32,1,2,0,0,2,0,0,0,0,0,1,2,54.2,1739.6,1734.4,52.71515151515151,5,2,1,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.1,70.1,70.1,35.05,2,0,2,0
0,0,1,1,60,1,0,2,1,1,1,1,1,1,2,1,1,19.25,1103.25,1155.0,18.08606557377049,9,3,0,0
1,1,1,1,66,1,2,1,2,2,2,2,2,2,1,1,2,116.25,7862.25,7672.5,117.34701492537313,16,3,3,0
0,0,1,0,12,1,2,0,2,0,2,0,2,2,1,0,2,78.85,876.75,946.1999999999999,67.4423076923077,11,0,2,0
1,0,0,1,1,0,1,0,0,2,0,2,0,0,0,0,3,33.6,33.6,33.6,16.8,5,0,0,0
1,0,1,1,15,1,2,0,0,0,2,2,0,0,0,1,0,59.65,867.1,894.75,54.19375,7,1,1,0
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.2,19.2,19.2,9.6,9,0,0,0
1,1,1,0,35,1,2,1,0,0,2,0,0,0,1,1,0,81.6,2815.25,2856.0,78.20138888888889,6,2,2,0
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,0,0,114.55,8306.05,8247.6,113.78150684931506,16,3,3,0
0,0,1,0,40,1,2,0,0,2,0,0,0,0,0,0,1,56.6,2379.1,2264.0,58.02682926829268,5,2,1,0
0,0,0,0,52,0,1,0,2,2,2,0,2,2,2,1,0,58.75,3038.55,3055.0,57.3311320754717,11,3,1,0
0,0,0,0,20,1,2,0,0,2,0,2,0,2,0,1,1,68.9,1370.35,1378.0,65.2547619047619,9,1,2,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.8,44.8,44.8,22.4,1,0,1,0
1,0,0,0,10,1,0,2,1,1,1,1,1,1,1,0,3,19.5,225.85,195.0,20.53181818181818,9,0,0,0
0,0,0,0,25,1,0,0,2,0,0,2,2,2,0,1,1,76.15,1992.95,1903.7500000000002,76.65192307692308,9,2,2,0
1,0,0,0,21,1,2,1,0,0,0,0,0,0,0,1,2,73.7,1558.7,1547.7,70.85000000000001,4,1,2,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,19.55,19.55,9.775,9,0,0,0
1,0,0,1,35,1,0,1,0,0,2,0,2,0,1,1,2,85.15,3030.6,2980.25,84.18333333333334,6,2,2,1
1,1,1,1,66,1,2,0,2,2,2,2,2,0,2,0,1,79.4,5154.6,5240.400000000001,76.93432835820896,13,3,2,1
0,1,0,0,28,1,2,1,0,2,2,0,2,2,0,1,2,106.15,3152.5,2972.2000000000003,108.70689655172414,12,2,3,1
1,0,0,1,53,1,0,0,2,2,0,2,0,0,1,0,1,62.85,3419.5,3331.05,63.324074074074076,7,3,1,0
1,0,1,0,47,1,2,1,0,2,2,0,2,2,0,1,2,104.1,5135.15,4892.7,106.98229166666665,12,2,3,0
0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.3,235.5,210.89999999999998,58.875,2,0,2,1
0,0,1,0,48,1,0,0,0,2,2,0,0,2,1,1,2,65.65,3094.65,3151.2000000000003,63.156122448979595,7,2,2,0
0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,76.35,81.4,15.27,9,0,0,1
0,1,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,89.35,567.8,536.0999999999999,81.11428571428571,6,0,2,0
0,0,0,0,19,1,0,0,0,2,0,0,2,0,1,0,2,58.2,1045.25,1105.8,52.2625,5,1,1,0
1,0,0,0,64,1,2,0,0,2,2,2,2,2,2,0,1,86.55,5632.55,5539.2,86.65461538461538,13,3,2,0
0,1,1,0,37,1,0,1,0,0,2,2,2,0,0,0,2,90.0,3371.75,3330.0,88.73026315789474,8,2,2,0
1,1,0,0,20,1,0,0,2,0,0,2,0,0,1,0,3,54.0,1055.9,1080.0,50.280952380952385,5,1,1,0
0,0,0,0,56,0,1,0,2,2,2,2,0,0,2,0,0,45.05,2560.1,2522.7999999999997,44.9140350877193,9,3,1,0
1,1,1,0,14,1,0,2,1,1,1,1,1,1,1,0,3,19.65,228.65,275.09999999999997,15.243333333333334,9,1,0,0
1,0,0,0,35,1,2,0,2,0,2,0,0,0,0,1,2,59.6,2094.9,2086.0,58.19166666666667,7,2,1,0
1,0,0,1,30,1,2,2,1,1,1,1,1,1,1,0,0,25.35,723.3,760.5,23.33225806451613,11,2,0,0
1,0,1,1,15,1,0,2,1,1,1,1,1,1,1,1,3,19.5,239.75,292.5,14.984375,9,1,0,0
1,1,1,0,43,1,2,1,0,2,2,0,2,2,0,1,2,103.0,4414.3,4429.0,100.325,12,2,3,1
0,0,0,0,4,1,0,1,0,0,0,0,0,2,0,1,2,79.15,317.25,316.6,63.45,4,0,2,1
1,0,0,0,56,1,2,1,2,0,0,2,2,2,0,1,3,105.35,5794.45,5899.599999999999,101.65701754385965,12,3,3,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.3,44.4,38.6,14.799999999999999,9,0,0,0
0,0,1,1,24,1,0,2,1,1,1,1,1,1,2,1,1,21.1,490.65,506.40000000000003,19.625999999999998,9,1,0,0
0,0,0,0,24,0,1,0,0,2,2,0,2,2,0,1,1,54.15,1240.25,1299.6,49.61,9,1,1,1
0,0,0,1,7,1,0,2,1,1,1,1,1,1,1,0,3,20.05,96.8,140.35,12.1,9,0,0,0
1,1,1,0,15,1,2,1,2,0,2,0,2,0,0,1,2,96.5,1392.25,1447.5,87.015625,10,1,3,0
0,0,0,0,8,1,2,1,0,0,2,0,2,2,0,1,2,99.65,820.5,797.2,91.16666666666667,10,0,3,1
1,0,0,0,7,0,1,0,0,0,2,2,0,0,1,1,1,35.5,249.55,248.5,31.19375,5,0,1,0
0,0,1,0,71,1,0,0,2,2,2,2,2,2,1,1,0,84.8,6046.1,6020.8,83.97361111111111,13,3,2,0
0,1,0,0,11,1,2,0,2,0,0,0,0,0,0,1,2,55.6,580.8,611.6,48.4,5,0,1,0
0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,3,49.6,114.7,99.2,38.233333333333334,3,0,1,1
0,0,1,1,30,1,2,2,1,1,1,1,1,1,2,1,3,25.1,789.55,753.0,25.469354838709677,11,2,0,0
1,0,1,0,10,1,0,2,1,1,1,1,1,1,1,0,0,19.6,189.45,196.0,17.222727272727273,9,0,0,0
1,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,86.6,1281.0,1385.6,75.3529411764706,6,1,2,1
1,1,1,0,65,1,2,1,0,2,2,0,2,2,1,1,0,103.15,6792.45,6704.75,102.91590909090908,12,3,3,0
1,0,1,0,47,1,0,2,1,1,1,1,1,1,1,0,0,19.9,942.95,935.3,19.644791666666666,9,2,0,0
1,0,1,1,9,1,2,1,0,2,2,0,2,2,0,1,1,102.6,897.75,923.4,89.775,12,0,3,0
0,0,0,1,17,1,2,1,0,2,2,2,0,0,0,1,1,92.7,1556.85,1575.9,86.49166666666666,10,1,2,0
1,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,2,54.3,195.3,217.2,39.06,3,0,1,1
1,0,0,0,11,1,0,0,0,0,2,0,2,2,0,1,2,69.35,712.25,762.8499999999999,59.354166666666664,7,0,2,0
1,1,0,0,21,1,0,1,0,0,2,0,2,2,0,1,0,96.8,2030.3,2032.8,92.28636363636363,8,1,3,1
1,1,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,25.0,1802.55,1800.0,24.692465753424656,11,3,0,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,20.05,39.25,40.1,13.083333333333334,9,0,0,0
1,0,0,0,8,0,1,0,2,0,0,0,0,0,0,0,3,29.35,216.45,234.8,24.049999999999997,3,0,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.3,44.3,44.3,22.15,1,0,1,0
0,1,0,0,31,1,2,1,0,2,0,0,2,2,0,1,2,99.95,3186.65,3098.4500000000003,99.5828125,10,2,3,1
1,0,1,1,13,1,2,0,0,2,2,2,2,0,0,1,2,72.8,930.05,946.4,66.43214285714285,11,1,2,0
0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.3,153.8,138.6,51.26666666666667,2,0,2,0
1,0,0,0,56,1,2,0,2,2,0,2,0,0,1,1,0,64.65,3665.55,3620.4000000000005,64.30789473684212,9,3,1,0
0,0,0,0,58,1,2,2,1,1,1,1,1,1,2,0,1,24.35,1423.85,1412.3000000000002,24.133050847457625,11,3,0,0
0,0,1,0,68,1,0,0,2,0,0,2,0,0,1,0,0,55.9,3848.8,3801.2,55.77971014492754,5,3,1,0
0,0,1,1,18,1,0,0,0,0,2,2,0,0,1,1,1,54.4,957.1,979.1999999999999,50.373684210526314,5,1,1,0
0,0,0,0,16,1,0,0,0,2,0,2,0,0,0,1,3,53.9,834.15,862.4,49.067647058823525,5,1,1,1
0,0,1,0,32,1,0,1,2,0,0,0,0,0,0,1,0,75.5,2324.7,2416.0,70.44545454545454,4,2,2,0
1,0,1,1,20,1,0,0,0,0,2,0,0,0,0,1,2,49.6,939.8,992.0,44.75238095238095,3,1,1,0
0,0,0,0,22,1,2,2,1,1,1,1,1,1,2,0,3,26.25,605.9,577.5,26.343478260869563,11,1,0,0
1,0,1,1,22,1,0,0,0,0,0,2,0,0,0,1,2,51.1,1232.9,1124.2,53.60434782608696,3,1,1,0
0,0,0,0,62,1,2,1,0,0,0,0,2,2,1,1,0,94.0,5757.2,5828.0,91.38412698412698,8,3,2,0
1,1,1,0,7,1,2,1,0,0,0,0,2,2,0,1,0,95.6,644.35,669.1999999999999,80.54375,8,0,3,1
1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,3,19.7,1275.85,1241.1,19.93515625,9,3,0,0
1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,20.75,141.1,145.25,17.6375,9,0,0,0
0,0,1,0,71,1,2,1,0,0,0,0,2,2,2,1,0,93.7,6585.35,6652.7,91.46319444444445,8,3,2,1
0,0,0,0,49,1,2,1,0,0,0,0,0,2,0,1,2,84.5,3906.7,4140.5,78.134,6,3,2,0
0,0,0,0,12,1,2,0,0,0,0,2,2,2,1,1,3,75.85,854.45,910.1999999999999,65.72692307692309,9,0,2,0
0,1,0,0,27,1,2,1,0,0,0,0,0,2,0,1,2,85.25,2287.25,2301.75,81.6875,6,2,2,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05,20.05,10.025,9,0,0,0
0,0,1,1,70,1,2,0,2,0,0,0,0,2,1,0,0,65.2,4543.15,4564.0,63.98802816901408,7,3,2,0
1,0,1,0,72,1,2,1,2,2,2,0,2,0,2,1,1,97.95,7114.25,7052.400000000001,97.45547945205479,12,3,3,0
0,1,1,0,42,1,2,1,0,2,2,0,2,0,0,1,2,95.55,3930.6,4013.1,91.4093023255814,10,2,3,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.45,20.45,20.45,10.225,9,0,0,0
1,1,0,0,71,1,2,1,0,2,0,2,2,2,1,0,0,105.75,7382.85,7508.25,102.53958333333334,12,3,3,0
0,0,1,0,43,1,2,0,0,0,0,2,2,0,1,1,0,64.85,2908.2,2788.5499999999997,66.09545454545454,7,2,1,0
0,0,0,0,3,1,2,2,1,1,1,1,1,1,0,0,3,24.6,86.35,73.80000000000001,21.5875,11,0,0,0
1,0,0,0,54,1,0,1,2,2,0,2,2,2,1,1,1,105.4,5643.4,5691.6,102.60727272727271,12,3,3,1
0,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,0,77.95,305.55,311.8,61.11,6,0,2,1
1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,49.05,49.05,49.05,24.525,3,0,1,0
1,0,0,0,62,1,0,0,0,2,2,2,2,2,0,1,0,80.4,4981.15,4984.8,79.06587301587301,11,3,2,0
0,0,1,0,37,1,0,2,1,1,1,1,1,1,1,1,0,19.85,717.5,734.45,18.88157894736842,9,2,0,0
0,1,1,1,55,1,2,0,2,0,2,2,2,0,1,0,2,76.25,4154.55,4193.75,74.18839285714286,11,3,2,0
0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,79.4,244.65,238.20000000000002,61.1625,4,0,2,1
0,0,1,1,58,1,2,1,0,2,2,0,2,2,1,1,1,105.2,6225.4,6101.6,105.51525423728813,12,3,3,0
0,0,1,0,68,1,2,1,2,2,2,2,2,2,2,0,3,118.6,7990.05,8064.799999999999,115.79782608695652,16,3,3,0
0,0,0,0,11,1,0,1,2,0,0,0,0,0,0,0,2,76.4,838.7,840.4000000000001,69.89166666666667,4,0,2,0
0,0,0,0,3,1,0,1,2,0,2,0,2,2,0,1,1,99.0,287.4,297.0,71.85,10,0,3,1
1,0,1,0,40,1,2,1,0,2,0,0,2,2,0,1,2,101.3,4113.1,4052.0,100.31951219512196,10,2,3,1
0,0,0,0,45,1,2,1,0,0,2,2,0,0,0,1,2,87.25,3941.7,3926.25,85.6891304347826,8,2,2,1
1,0,0,1,24,0,1,0,2,0,0,2,0,0,2,0,3,35.75,830.8,858.0,33.232,5,1,1,0
0,0,1,0,25,1,2,1,0,0,2,2,2,2,0,1,0,104.95,2566.5,2623.75,98.71153846153847,12,2,3,1
0,0,1,0,57,1,0,2,1,1,1,1,1,1,2,1,0,19.6,1134.25,1117.2,19.55603448275862,9,3,0,0
1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,1,88.55,6362.35,6375.599999999999,87.1554794520548,15,3,2,0
1,0,1,1,44,1,0,2,1,1,1,1,1,1,1,0,0,20.0,860.85,880.0,19.13,9,2,0,0
0,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,3,19.05,201.7,152.4,22.41111111111111,9,0,0,0
0,0,1,1,13,1,0,0,2,0,0,2,0,0,1,0,0,54.15,701.05,703.9499999999999,50.074999999999996,5,1,1,0
0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1,70.55,433.95,423.29999999999995,61.99285714285714,2,0,2,0
1,0,1,1,25,1,2,0,0,0,0,2,0,0,1,1,3,55.1,1466.1,1377.5,56.388461538461534,5,2,1,0
0,0,0,0,27,1,0,1,0,0,2,2,0,2,0,1,2,89.2,2383.6,2408.4,85.12857142857142,8,2,2,0
0,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,20.25,71.2,60.75,17.8,9,0,0,0
0,0,0,1,61,1,2,2,1,1,1,1,1,1,2,1,1,25.0,1498.35,1525.0,24.166935483870965,11,3,0,0
1,1,0,0,21,1,0,0,0,0,2,0,2,0,0,1,0,60.05,1236.15,1261.05,56.18863636363637,5,1,1,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.6,19.6,19.6,9.8,9,0,0,1
1,0,1,0,72,1,2,1,2,0,2,2,2,2,2,1,1,111.9,8071.05,8056.8,110.56232876712329,14,3,3,0
0,0,1,1,43,0,1,0,2,0,2,2,2,2,1,1,1,60.4,2640.55,2597.2,60.0125,11,2,1,0
1,0,1,1,70,1,0,1,0,2,2,2,2,2,1,1,2,106.15,7475.1,7430.5,105.2830985915493,12,3,3,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,20.2,20.2,10.1,9,0,0,0
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.95,79.95,79.95,39.975,4,0,2,1
1,0,0,0,12,1,0,1,0,0,0,0,2,0,0,1,2,81.45,912.0,977.4000000000001,70.15384615384616,4,0,2,0
1,1,1,0,4,1,2,1,0,0,0,0,0,0,0,0,2,74.95,308.7,299.8,61.739999999999995,4,0,2,1
1,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,3,20.4,42.9,40.8,14.299999999999999,9,0,0,0
0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,80.2,146.05,160.4,48.68333333333334,4,0,2,1
0,0,1,1,46,1,0,1,0,0,2,2,0,2,1,0,0,90.95,4236.6,4183.7,90.1404255319149,8,2,2,0
0,0,1,0,59,1,0,2,1,1,1,1,1,1,2,0,0,18.4,1057.85,1085.6,17.63083333333333,9,3,0,0
1,1,1,0,29,1,2,1,0,2,2,0,0,2,0,1,2,95.9,2745.2,2781.1000000000004,91.50666666666666,10,2,3,1
1,0,1,1,63,1,2,1,0,2,2,0,2,2,2,1,0,104.8,6597.25,6602.4,103.08203125,12,3,3,0
1,0,0,0,56,1,2,1,0,2,0,0,2,2,0,0,2,98.6,5581.05,5521.599999999999,97.91315789473684,10,3,3,0
0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.15,84.5,80.6,16.9,9,0,0,0
1,0,0,1,4,1,0,0,2,0,0,0,0,0,0,1,2,49.4,184.4,197.6,36.88,3,0,1,1
0,0,1,1,9,1,0,0,2,2,2,2,0,0,0,0,3,65.0,663.05,585.0,66.30499999999999,9,0,1,1
0,0,0,0,59,1,2,1,2,2,2,0,0,2,0,1,0,99.45,5623.7,5867.55,93.72833333333332,12,3,3,0
1,0,0,0,62,1,0,2,1,1,1,1,1,1,2,1,1,20.05,1201.65,1243.1000000000001,19.073809523809526,9,3,0,0
0,0,1,1,24,0,1,0,2,2,2,0,2,2,1,0,2,57.6,1367.75,1382.4,54.71,11,1,1,0
1,0,0,1,49,1,2,1,0,0,0,2,2,2,1,1,0,100.6,5069.65,4929.4,101.39299999999999,10,3,3,1
1,1,0,0,35,1,0,0,0,0,2,2,2,2,1,1,2,73.0,2471.25,2555.0,68.64583333333333,9,2,2,0
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45.25,74.2,90.5,24.733333333333334,1,0,1,0
0,1,0,0,34,0,1,0,0,2,2,0,2,2,0,1,2,56.25,1765.95,1912.5,50.455714285714286,9,2,1,0
0,0,0,0,12,1,0,1,2,0,0,0,2,0,1,1,1,85.15,979.05,1021.8000000000001,75.31153846153846,6,0,2,0
0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,0,19.4,289.3,291.0,18.08125,9,1,0,1
0,1,1,0,50,1,2,1,0,0,0,2,2,2,1,1,2,100.65,5189.75,5032.5,101.75980392156863,10,3,3,0
